20032.0 	 C 	 O70 	 176 	 176 	 100517
20032.0 	 C 	 O154 	 165 	 165 	 100824
20032.0 	 C 	 O199 	 22 	 22 	 100733
20032.0 	 C 	 O206 	 154 	 154 	 100136
20032.0 	 C 	 O247 	 55 	 55 	 100689
20032.0 	 C 	 O289 	 128 	 128 	 100158
20032.0 	 C 	 O342 	 19 	 19 	 100111
20032.0 	 C 	 O357 	 172 	 172 	 100798
20032.0 	 C 	 O373 	 138 	 138 	 100098
20032.0 	 C 	 O379 	 99 	 99 	 100502
20032.0 	 C 	 O391 	 144 	 144 	 100834
20032.0 	 C 	 O596 	 52 	 52 	 100705
20032.0 	 C 	 O598 	 71 	 71 	 100871
20032.0 	 C 	 O647 	 154 	 154 	 100688
20064.0 	 C 	 O2 	 20 	 20 	 100566
20064.0 	 C 	 O38 	 81 	 81 	 100719
20064.0 	 C 	 O89 	 167 	 167 	 100900
20064.0 	 C 	 O97 	 20 	 20 	 100715
20064.0 	 C 	 O110 	 100 	 100 	 100819
20064.0 	 C 	 O298 	 41 	 41 	 100074
20064.0 	 C 	 O307 	 87 	 87 	 100918
20064.0 	 C 	 O320 	 125 	 125 	 100881
20064.0 	 C 	 O327 	 174 	 174 	 100544
20064.0 	 C 	 O340 	 100 	 100 	 100719
20064.0 	 C 	 O347 	 216 	 216 	 100031
20064.0 	 C 	 O450 	 35 	 35 	 100908
20064.0 	 C 	 O495 	 107 	 107 	 100536
20064.0 	 C 	 O508 	 13 	 13 	 100672
20064.0 	 C 	 O509 	 26 	 26 	 100497
20064.0 	 C 	 O521 	 202 	 202 	 100671
20064.0 	 C 	 O620 	 19 	 19 	 100771
20064.0 	 C 	 O652 	 198 	 198 	 100774
20096.0 	 C 	 O22 	 81 	 81 	 100260
20096.0 	 C 	 O84 	 34 	 34 	 100217
20096.0 	 C 	 O126 	 202 	 202 	 100342
20096.0 	 C 	 O305 	 47 	 47 	 100760
20096.0 	 C 	 O309 	 47 	 47 	 100565
20096.0 	 C 	 O386 	 191 	 191 	 100776
20096.0 	 C 	 O405 	 106 	 106 	 100494
20096.0 	 C 	 O428 	 132 	 132 	 100327
20096.0 	 C 	 O446 	 18 	 18 	 100161
20096.0 	 C 	 O448 	 162 	 162 	 100148
20096.0 	 C 	 O469 	 46 	 46 	 100232
20096.0 	 C 	 O520 	 102 	 102 	 100200
20096.0 	 C 	 O522 	 25 	 25 	 100668
20096.0 	 C 	 O601 	 87 	 87 	 100297
20096.0 	 C 	 O604 	 99 	 99 	 100064
20096.0 	 C 	 O656 	 124 	 124 	 100369
20096.0 	 C 	 O664 	 219 	 219 	 100059
20128.0 	 C 	 O66 	 58 	 58 	 100262
20128.0 	 C 	 O81 	 148 	 148 	 100323
20128.0 	 C 	 O87 	 51 	 51 	 100477
20128.0 	 C 	 O146 	 42 	 42 	 100938
20128.0 	 C 	 O188 	 23 	 23 	 100554
20128.0 	 C 	 O214 	 163 	 163 	 100631
20128.0 	 C 	 O306 	 59 	 59 	 100145
20128.0 	 C 	 O338 	 18 	 18 	 100024
20128.0 	 C 	 O407 	 105 	 105 	 100915
20128.0 	 C 	 O434 	 67 	 67 	 100842
20128.0 	 C 	 O465 	 29 	 29 	 100785
20128.0 	 C 	 O468 	 40 	 40 	 100252
20128.0 	 C 	 O537 	 172 	 172 	 100649
20128.0 	 C 	 O609 	 18 	 18 	 100266
20128.0 	 C 	 O628 	 12 	 12 	 100932
20128.0 	 C 	 O634 	 193 	 193 	 100305
20128.0 	 C 	 O637 	 149 	 149 	 100796
20128.0 	 C 	 O691 	 113 	 113 	 100661
20160.0 	 C 	 O103 	 185 	 185 	 100801
20160.0 	 C 	 O153 	 105 	 105 	 100558
20160.0 	 C 	 O167 	 53 	 53 	 100118
20160.0 	 C 	 O196 	 34 	 34 	 100837
20160.0 	 C 	 O260 	 85 	 85 	 100897
20160.0 	 C 	 O523 	 205 	 205 	 100621
20160.0 	 C 	 O600 	 162 	 162 	 100003
20160.0 	 C 	 O616 	 194 	 194 	 100071
20160.0 	 C 	 O648 	 90 	 90 	 100959
20160.0 	 C 	 O693 	 122 	 122 	 100151
20160.0 	 C 	 O694 	 173 	 173 	 100942
20192.0 	 C 	 O42 	 59 	 59 	 100619
20192.0 	 C 	 O49 	 175 	 175 	 100901
20192.0 	 C 	 O122 	 96 	 96 	 100337
20192.0 	 C 	 O225 	 18 	 18 	 100284
20192.0 	 C 	 O253 	 81 	 81 	 100942
20192.0 	 C 	 O361 	 125 	 125 	 100016
20192.0 	 C 	 O455 	 79 	 79 	 100646
20192.0 	 C 	 O461 	 102 	 102 	 100234
20192.0 	 C 	 O517 	 28 	 28 	 100012
20192.0 	 C 	 O530 	 177 	 177 	 100380
20192.0 	 C 	 O547 	 137 	 137 	 100373
20192.0 	 C 	 O623 	 150 	 150 	 100805
20192.0 	 C 	 O677 	 97 	 97 	 100649
20224.0 	 C 	 O35 	 74 	 74 	 100151
20224.0 	 C 	 O65 	 206 	 206 	 100230
20224.0 	 C 	 O86 	 108 	 108 	 100877
20224.0 	 C 	 O271 	 60 	 60 	 100224
20224.0 	 C 	 O360 	 135 	 135 	 100936
20224.0 	 C 	 O415 	 165 	 165 	 100376
20224.0 	 C 	 O417 	 78 	 78 	 100326
20224.0 	 C 	 O459 	 166 	 166 	 100164
20224.0 	 C 	 O507 	 81 	 81 	 100929
20224.0 	 C 	 O565 	 64 	 64 	 100810
20224.0 	 C 	 O573 	 203 	 203 	 100635
20224.0 	 C 	 O675 	 221 	 221 	 100929
20256.0 	 C 	 O29 	 98 	 98 	 100730
20256.0 	 C 	 O79 	 58 	 58 	 100137
20256.0 	 C 	 O100 	 132 	 132 	 100878
20256.0 	 C 	 O112 	 140 	 140 	 100677
20256.0 	 C 	 O149 	 213 	 213 	 100850
20256.0 	 C 	 O151 	 84 	 84 	 100679
20256.0 	 C 	 O157 	 213 	 213 	 100211
20256.0 	 C 	 O164 	 218 	 218 	 100414
20256.0 	 C 	 O204 	 178 	 178 	 100939
20256.0 	 C 	 O231 	 196 	 196 	 100046
20256.0 	 C 	 O236 	 143 	 143 	 100611
20256.0 	 C 	 O319 	 162 	 162 	 100121
20256.0 	 C 	 O339 	 56 	 56 	 100329
20256.0 	 C 	 O381 	 14 	 14 	 100011
20256.0 	 C 	 O395 	 219 	 219 	 100150
20256.0 	 C 	 O411 	 54 	 54 	 100159
20256.0 	 C 	 O414 	 117 	 117 	 100979
20256.0 	 C 	 O418 	 172 	 172 	 100449
20256.0 	 C 	 O580 	 23 	 23 	 100867
20256.0 	 C 	 O586 	 25 	 25 	 100302
20256.0 	 C 	 O610 	 37 	 37 	 100390
20256.0 	 C 	 O618 	 189 	 189 	 100392
20256.0 	 C 	 O666 	 92 	 92 	 100261
20256.0 	 C 	 O699 	 102 	 102 	 100169
20288.0 	 C 	 O227 	 175 	 175 	 100394
20288.0 	 C 	 O239 	 34 	 34 	 100351
20288.0 	 C 	 O240 	 89 	 89 	 100119
20288.0 	 C 	 O354 	 163 	 163 	 100454
20288.0 	 C 	 O363 	 68 	 68 	 100649
20288.0 	 C 	 O400 	 96 	 96 	 100657
20288.0 	 C 	 O408 	 13 	 13 	 100606
20288.0 	 C 	 O429 	 192 	 192 	 100508
20288.0 	 C 	 O492 	 132 	 132 	 100302
20288.0 	 C 	 O496 	 215 	 215 	 100439
20288.0 	 C 	 O589 	 223 	 223 	 100583
20288.0 	 C 	 O686 	 184 	 184 	 100098
20320.0 	 C 	 O121 	 144 	 144 	 100593
20320.0 	 C 	 O162 	 36 	 36 	 100332
20320.0 	 C 	 O286 	 182 	 182 	 100055
20320.0 	 C 	 O377 	 36 	 36 	 100195
20320.0 	 C 	 O390 	 216 	 216 	 100339
20320.0 	 C 	 O397 	 136 	 136 	 100918
20320.0 	 C 	 O416 	 203 	 203 	 100808
20320.0 	 C 	 O437 	 19 	 19 	 100307
20320.0 	 C 	 O449 	 152 	 152 	 100823
20320.0 	 C 	 O510 	 128 	 128 	 100706
20320.0 	 C 	 O553 	 150 	 150 	 100871
20320.0 	 C 	 O671 	 144 	 144 	 100889
20320.0 	 C 	 O672 	 21 	 21 	 100779
20352.0 	 C 	 O23 	 69 	 69 	 100789
20352.0 	 C 	 O139 	 190 	 190 	 100378
20352.0 	 C 	 O159 	 164 	 164 	 100956
20352.0 	 C 	 O209 	 55 	 55 	 100445
20352.0 	 C 	 O237 	 18 	 18 	 100642
20352.0 	 C 	 O276 	 120 	 120 	 100242
20352.0 	 C 	 O323 	 187 	 187 	 100370
20352.0 	 C 	 O325 	 215 	 215 	 100222
20352.0 	 C 	 O349 	 64 	 64 	 100619
20352.0 	 C 	 O550 	 30 	 30 	 100249
20352.0 	 C 	 O555 	 64 	 64 	 100828
20352.0 	 C 	 O611 	 174 	 174 	 100015
20352.0 	 C 	 O642 	 204 	 204 	 100332
20352.0 	 C 	 O674 	 68 	 68 	 100490
20384.0 	 C 	 O160 	 122 	 122 	 100605
20384.0 	 C 	 O161 	 106 	 106 	 100506
20384.0 	 C 	 O165 	 53 	 53 	 100186
20384.0 	 C 	 O213 	 191 	 191 	 100443
20384.0 	 C 	 O277 	 37 	 37 	 100634
20384.0 	 C 	 O370 	 101 	 101 	 100939
20384.0 	 C 	 O375 	 30 	 30 	 100539
20384.0 	 C 	 O402 	 126 	 126 	 100586
20384.0 	 C 	 O422 	 93 	 93 	 100119
20384.0 	 C 	 O464 	 170 	 170 	 100481
20384.0 	 C 	 O531 	 169 	 169 	 100565
20384.0 	 C 	 O627 	 199 	 199 	 100809
20384.0 	 C 	 O646 	 197 	 197 	 100255
20384.0 	 C 	 O663 	 42 	 42 	 100027
20384.0 	 C 	 O683 	 31 	 31 	 100265
20416.0 	 C 	 O13 	 77 	 77 	 100975
20416.0 	 C 	 O75 	 12 	 12 	 100064
20416.0 	 C 	 O248 	 213 	 213 	 100625
20416.0 	 C 	 O284 	 201 	 201 	 100620
20416.0 	 C 	 O343 	 175 	 175 	 100858
20416.0 	 C 	 O484 	 142 	 142 	 100993
20416.0 	 C 	 O574 	 120 	 120 	 100190
20416.0 	 C 	 O614 	 134 	 134 	 100841
20416.0 	 C 	 O615 	 131 	 131 	 100931
20448.0 	 C 	 O26 	 222 	 222 	 100578
20448.0 	 C 	 O36 	 28 	 28 	 100079
20448.0 	 C 	 O94 	 97 	 97 	 100419
20448.0 	 C 	 O251 	 54 	 54 	 100753
20448.0 	 C 	 O279 	 17 	 17 	 100331
20448.0 	 C 	 O322 	 149 	 149 	 100826
20448.0 	 C 	 O491 	 91 	 91 	 100513
20448.0 	 C 	 O582 	 147 	 147 	 100054
20448.0 	 C 	 O668 	 44 	 44 	 100108
20448.0 	 C 	 O685 	 72 	 72 	 100985
20480.0 	 C 	 O3 	 68 	 68 	 100510
20480.0 	 C 	 O10 	 165 	 165 	 100223
20480.0 	 C 	 O55 	 71 	 71 	 100712
20480.0 	 C 	 O73 	 194 	 194 	 100589
20480.0 	 C 	 O127 	 125 	 125 	 100327
20480.0 	 C 	 O138 	 201 	 201 	 100900
20480.0 	 C 	 O180 	 140 	 140 	 100323
20480.0 	 C 	 O215 	 30 	 30 	 100299
20480.0 	 C 	 O226 	 204 	 204 	 100557
20480.0 	 C 	 O278 	 92 	 92 	 100989
20480.0 	 C 	 O280 	 119 	 119 	 100948
20480.0 	 C 	 O330 	 45 	 45 	 100244
20480.0 	 C 	 O372 	 179 	 179 	 100117
20480.0 	 C 	 O431 	 216 	 216 	 100743
20480.0 	 C 	 O463 	 75 	 75 	 100981
20480.0 	 C 	 O579 	 45 	 45 	 100760
20480.0 	 C 	 O591 	 11 	 11 	 100501
20480.0 	 C 	 O651 	 159 	 159 	 100023
20512.0 	 C 	 O60 	 187 	 187 	 100044
20512.0 	 C 	 O92 	 72 	 72 	 100863
20512.0 	 C 	 O105 	 75 	 75 	 100537
20512.0 	 C 	 O181 	 192 	 192 	 100884
20512.0 	 C 	 O200 	 62 	 62 	 100054
20512.0 	 C 	 O238 	 173 	 173 	 100769
20512.0 	 C 	 O243 	 198 	 198 	 100599
20512.0 	 C 	 O476 	 127 	 127 	 100829
20512.0 	 C 	 O502 	 170 	 170 	 100042
20512.0 	 C 	 O545 	 13 	 13 	 100479
20512.0 	 C 	 O548 	 140 	 140 	 100017
20512.0 	 C 	 O577 	 102 	 102 	 100677
20512.0 	 C 	 O662 	 162 	 162 	 100828
20512.0 	 C 	 Q97-379 	 99 	 99 	 100502
