20032.0 	 C 	 O28 	 119 	 119 	 100816
20032.0 	 C 	 O45 	 33 	 33 	 100377
20032.0 	 C 	 O212 	 83 	 83 	 100004
20032.0 	 C 	 O266 	 50 	 50 	 100441
20032.0 	 C 	 O268 	 170 	 170 	 100141
20032.0 	 C 	 O302 	 37 	 37 	 100824
20032.0 	 C 	 O386 	 105 	 105 	 100308
20032.0 	 C 	 O484 	 203 	 203 	 100053
20032.0 	 C 	 O550 	 81 	 81 	 100909
20032.0 	 C 	 O592 	 182 	 182 	 100826
20032.0 	 C 	 O598 	 130 	 130 	 100401
20032.0 	 C 	 O613 	 51 	 51 	 100320
20032.0 	 C 	 O626 	 29 	 29 	 100268
20032.0 	 C 	 O663 	 21 	 21 	 100242
20032.0 	 C 	 O682 	 176 	 176 	 100368
20032.0 	 C 	 O683 	 131 	 131 	 100736
20032.0 	 C 	 O688 	 41 	 41 	 100435
20032.0 	 C 	 O698 	 55 	 55 	 100627
20032.0 	 C 	 O729 	 62 	 62 	 100341
20064.0 	 C 	 O19 	 43 	 43 	 100896
20064.0 	 C 	 O56 	 28 	 28 	 100600
20064.0 	 C 	 O70 	 103 	 103 	 100418
20064.0 	 C 	 O104 	 42 	 42 	 100493
20064.0 	 C 	 O136 	 78 	 78 	 100808
20064.0 	 C 	 O148 	 50 	 50 	 100508
20064.0 	 C 	 O265 	 159 	 159 	 100336
20064.0 	 C 	 O371 	 129 	 129 	 100378
20064.0 	 C 	 O374 	 100 	 100 	 100091
20064.0 	 C 	 O519 	 12 	 12 	 100061
20064.0 	 C 	 O563 	 72 	 72 	 100213
20064.0 	 C 	 O604 	 70 	 70 	 100221
20064.0 	 C 	 O629 	 165 	 165 	 100040
20064.0 	 C 	 O710 	 37 	 37 	 100448
20096.0 	 C 	 O214 	 181 	 181 	 100725
20096.0 	 C 	 O217 	 184 	 184 	 100056
20096.0 	 C 	 O239 	 46 	 46 	 100049
20096.0 	 C 	 O274 	 177 	 177 	 100588
20096.0 	 C 	 O385 	 212 	 212 	 100029
20096.0 	 C 	 O424 	 112 	 112 	 100318
20096.0 	 C 	 O474 	 132 	 132 	 100996
20096.0 	 C 	 O559 	 61 	 61 	 100673
20096.0 	 C 	 O582 	 177 	 177 	 100158
20096.0 	 C 	 O588 	 217 	 217 	 100372
20096.0 	 C 	 O694 	 109 	 109 	 100367
20096.0 	 C 	 O726 	 68 	 68 	 100280
20096.0 	 C 	 O766 	 81 	 81 	 100181
20128.0 	 C 	 O13 	 40 	 40 	 100479
20128.0 	 C 	 O23 	 18 	 18 	 100119
20128.0 	 C 	 O174 	 217 	 217 	 100574
20128.0 	 C 	 O275 	 55 	 55 	 100742
20128.0 	 C 	 O300 	 39 	 39 	 100262
20128.0 	 C 	 O411 	 79 	 79 	 100921
20128.0 	 C 	 O433 	 177 	 177 	 100752
20128.0 	 C 	 O505 	 144 	 144 	 100875
20128.0 	 C 	 O545 	 218 	 218 	 100509
20128.0 	 C 	 O556 	 187 	 187 	 100216
20128.0 	 C 	 O619 	 93 	 93 	 100508
20128.0 	 C 	 O667 	 80 	 80 	 100975
20128.0 	 C 	 O722 	 108 	 108 	 100278
20144.0 	 C 	 O184 	 146 	 146 	 100253
20160.0 	 C 	 O82 	 154 	 154 	 100046
20160.0 	 C 	 O94 	 63 	 63 	 100575
20160.0 	 C 	 O102 	 151 	 151 	 100357
20160.0 	 C 	 O132 	 154 	 154 	 100318
20160.0 	 C 	 O211 	 191 	 191 	 100863
20160.0 	 C 	 O227 	 207 	 207 	 100156
20160.0 	 C 	 O237 	 182 	 182 	 100488
20160.0 	 C 	 O243 	 104 	 104 	 100366
20160.0 	 C 	 O273 	 138 	 138 	 100663
20160.0 	 C 	 O277 	 99 	 99 	 100410
20160.0 	 C 	 O315 	 107 	 107 	 100033
20160.0 	 C 	 O336 	 144 	 144 	 100643
20160.0 	 C 	 O389 	 127 	 127 	 100247
20160.0 	 C 	 O489 	 12 	 12 	 100757
20160.0 	 C 	 O540 	 53 	 53 	 100014
20160.0 	 C 	 O567 	 59 	 59 	 100182
20160.0 	 C 	 O623 	 199 	 199 	 100349
20160.0 	 C 	 O690 	 119 	 119 	 100045
20160.0 	 C 	 O704 	 12 	 12 	 100993
20160.0 	 C 	 O724 	 174 	 174 	 100211
20192.0 	 C 	 O96 	 62 	 62 	 100740
20192.0 	 C 	 O213 	 88 	 88 	 100942
20192.0 	 C 	 O258 	 68 	 68 	 100259
20192.0 	 C 	 O289 	 161 	 161 	 100472
20192.0 	 C 	 O416 	 102 	 102 	 100175
20192.0 	 C 	 O432 	 70 	 70 	 100516
20192.0 	 C 	 O648 	 107 	 107 	 100900
20192.0 	 C 	 O672 	 117 	 117 	 100475
20192.0 	 C 	 O692 	 119 	 119 	 100628
20192.0 	 C 	 O762 	 111 	 111 	 100919
20192.0 	 C 	 O796 	 13 	 13 	 100359
20224.0 	 C 	 O86 	 169 	 169 	 100234
20224.0 	 C 	 O134 	 171 	 171 	 100331
20224.0 	 C 	 O169 	 160 	 160 	 100043
20224.0 	 C 	 O197 	 48 	 48 	 100945
20224.0 	 C 	 O288 	 203 	 203 	 100541
20224.0 	 C 	 O383 	 20 	 20 	 100043
20224.0 	 C 	 O493 	 35 	 35 	 100389
